site,shape,run,owned,section,triage,near_tr,target,sample
082D50E4,isolated,1,claimed,story,,,08057580,□□·◇·◇声：/誰だ！？/サタンを倒したのは？/我が下へ来て　姿を見せ
082DA6C8,isolated,1,claimed,story,,,08050B06,げていった··人間よ　まずパックをつかまえて/”□”を/手に入れるのだ　
082E1E18,isolated,1,claimed,story,,,080506E6,/一緒に暮らせて……··□□·：/ここにとどまって/妖精達のために働いて
082E337C,isolated,1,claimed,story,,,0806B324,覚ますだろう…·/だが　もうおそい…·/
082EE3B0,isolated,1,claimed,story,,,08070206,は　地下世界の/者達と共に　この神々の復活を/待っているのだ………·
082EF294,isolated,1,claimed,lore,,,0800C004,られるシヴァ神妃··シヴァの最初の妻、サティーの生ま/れ変わりだといわれ
082F2E10,isolated,1,claimed,lore,,,08020020,/姿は美しい娘であるが、背中に窪み/や、長い牛の尾があるといわれてい/る
082F60B8,isolated,1,claimed,story,,,080701C6,地下世界には/大和神族の神々が/封印されておる··我々ガイア教徒は　地下
082FA5F4,isolated,1,claimed,story,,,08032454,：/・・・・・・/□∈・・・まぁよかろう··お主に力を授けよう··今後　
082FBCDC,isolated,1,claimed,dialogue,,,080927E4,！　悪りィな！
082FE5BC,isolated,1,claimed,link_comm,,,08009856,度実行してください
082FEF98,isolated,1,claimed,lore,,,0800A7CC,き/あがらせ、若い男女の間に絆を設け/る。··また、セフィロトにおけるネ
082FF548,isolated,1,claimed,lore,,,0800CB02,　出身地　　：インド/シヴァ神と彼の神妃パールヴァティ/の合体した姿。·
082FF854,isolated,1,claimed,lore,,,0800A7EE,け/る。··また、セフィロトにおけるネツァ/ック（勝利）を表し、このこと
082FF8D0,isolated,1,claimed,skills,,,08004360,ZE状態を/回復する
083011C4,isolated,1,claimed,skills,,,08003FC0,PANIC状態にする
08305A38,isolated,1,claimed,dialogue,,,08092854,ナカマ　ウラギレナイ··□は/気が変わった様だ
08307C70,isolated,1,claimed,lore,,,0800C6E0,れる女神。··名は天宇受売命（アメノウズメノミ/コト）と書く。/神楽によ
0830A3F0,isolated,1,claimed,story,,,08028552,えを/たたき込まれたのです··旦那様は立派な方でした··・・・少し立派す
0830A810,isolated,1,UNCLAIMED,,noise,,084E709C,々》ー＋
0830D1D0,isolated,1,claimed,story,,,0807C584,い/まだ　よく動かないんだ··君が　ホーリータウンに行き/調べてくれない
083126EC,isolated,1,claimed,story,,,080597A6,ルの/仮想空間に入らせてもらった··私の名は…·/STEVENとしておこ
08317B20,isolated,1,claimed,lore,,,08020510,な話術を持ち/様々な姿に変身することができたと/いわれている。·
0831825C,isolated,1,claimed,story,,,08023F46,きるもの···
08318F08,isolated,1,claimed,story,,,080817E2,わりに戦闘時に素早く行動/できるわ··後街は前街より敵に狙われにくい/け
08319AC4,isolated,1,claimed,lore,,,0800A2A2,割り当てられる喜びの/天使。·
0831A1B8,isolated,1,claimed,story,,,08030504,ず□·。］□テンプルナイト：/・・・・・・···、﹁□·≠］□ミュータン
0831F624,isolated,1,claimed,skills,,,08004000,ARM状態にする
083205E4,isolated,1,claimed,story,,,08021D40,組織して・・···
08320BA4,isolated,1,claimed,dialogue,,,080A0018,わらわを　そなたの/そばに置いてくりゃれ………
08321E9C,isolated,1,claimed,lore,,,08010704,と書く。··八千矛命（ヤチホコノミコト）顕国/玉神（ウツシクニダマノカミ
08324DA4,isolated,1,claimed,lore,,,08014100,。··音を立てずに歩け、人語も解する為/に妖精はカーシーを番犬や乗り物と
08326560,isolated,1,claimed,lore,,,08018014,大釜で魔法の楽を作成したりすると/いわれている。·
08326754,isolated,1,claimed,story,,,0803ECC6,吟よっぱらいの労働者：/この　じめんのしたになぁ/ちかせかい　とかいうの
08328840,isolated,1,claimed,story,,,080A41D2,　負けるか勝つか/10万マッカ　7万マッカ/5万マッカ　運命の分かれ道！
08330F5C,isolated,1,claimed,story,,,08030880,下にでも追いやられ/双方の命が救われるという/わけじゃな···÷ず□·。
08331C18,isolated,1,claimed,skills,,,08004000,ARM状態にする
083410D4,isolated,1,claimed,story,,,0806A806,　ヴァルハラは/用が無くなったからだ！··これは　人ごとじゃない！/ヴァ
0834D2C8,isolated,1,claimed,story,,,080800D8,することもできるので/弱い敵なら1ターンで滅ぼすこと/も可能なんだ···
0834D2D8,isolated,1,claimed,lore,,,0800BEDC,。··ヴィシュヌの化身（アヴァターラ）/に付き添い、ダラーニー、シーター
0834D410,isolated,1,claimed,story,,,0807006E,を奪っている·
0834D97C,isolated,1,claimed,lore,,,0800D000,を消した際、王の座を狙うが失/敗する。··「聖書」において、バールの妻ア
08355764,isolated,1,UNCLAIMED,,leak-risk,,08003456,/□のダメージを/受けた·
08356BC4,isolated,1,UNCLAIMED,,leak-risk,,08003456,/□のダメージを/受けた·
08356BFC,isolated,1,claimed,story,,,08030878,らで/地下にでも追いやられ/双方の命が救われるという/わけじゃな···÷
0835AB58,isolated,2,claimed,link_comm,,,08009908,るため/交換できません
0835AB5C,isolated,2,claimed,link_comm,,,08009850,て/再度実行してください
0835AB98,isolated,1,claimed,story,,,08028764,・・・・・・・・・・・・・·
0835ED44,isolated,1,claimed,dialogue,,,0809AB12,抹殺せよ！
08369064,isolated,1,claimed,lore,,,08010646,ヤノオトドを倒して支/配者となる伝説がある。·
083694A8,isolated,1,claimed,lore,,,0800FFE8,難き者」の意味を持つ/黄色い色をした美しい女戦士。··十の腕に様々な武器
0836BD54,isolated,1,claimed,story,,,08030066,/謎解きはもう沢山だ··わしに何をしろというのだ？···÷□□·、□□ミ
0836CC74,isolated,1,UNCLAIMED,,leak-risk,story,0807009C,］べ句·［i句ミュータント：/何だ　おまえは？/おまえなどが来ても　あの
0836FE94,isolated,1,claimed,lore,,,0800DDE0,分類で、金の属性を持ち、季/節では秋を、色の中では白を表す。··太上老君
0837264C,isolated,1,claimed,story,,,08039074,あまたのものが/そなたたちを通すまいと/しておるが・・・/··そなたたち
08374374,isolated,1,claimed,lore,,,0800DDCC,われ/る。··五行の分類で、金の属性を持ち、季/節では秋を、色の中では白
08375030,isolated,1,claimed,story,,,08024844,：/そのメシア様に危険が訪れたら/あなたはどうしますか？···÷｜□·、
08378E20,isolated,1,claimed,lore,,,0800A078,りに三十六枚の翼、そして無/数の眼を持つといわれる。··非常に残忍な面も
08378E74,isolated,1,claimed,story,,,08040400,ドンが起きたみたい/だぜ··ミレニアムのヴァルハラ・エリア/を飲み込んで
0837A62C,isolated,1,UNCLAIMED,,noise,,08580300,□cccccccccccc派
0837D958,isolated,1,claimed,names_equipment,,,08199AD8,□。メギドファイア
08380F28,isolated,1,claimed,battlefrag,,,08123344,ードを設定します
08383B24,isolated,1,claimed,story,,,08030066,/謎解きはもう沢山だ··わしに何をしろというのだ？···÷□□·、□□ミ
08383C30,isolated,1,claimed,skills,,,0800420E,はね返す
08389584,isolated,1,claimed,story,,,08039000,ェレトより先の回廊へ/進むがよい/··街を飲み込んだ魔王が見える・・/·
083897F8,isolated,1,claimed,lore,,,0800EF0A,　　：日本/アマテラス、ツクヨミとともに三貴/子と呼ばれる暴風神。··名
08389B48,isolated,1,claimed,lore,,,0800FE60,ぐるために身を守る装身具を取られ/丸裸にされてしまう。··さらに、双子の
0838F50C,isolated,1,claimed,lore,,,0800EEAA,ゆる物/を焼き尽くすほどの光線が放出され/ると言われている。·
0838FC20,isolated,1,claimed,link_comm,,,08009ADC,されています
0838FCD8,isolated,1,claimed,story,,,08060004,会えない··でも　もう一度あなたに会えて/もう一度あなたの役に立てて/よ
08390808,isolated,1,claimed,lore,,,0800AA08,れる/善なる魂を管理する者でもある。·
08392BE0,isolated,1,claimed,story,,,0805D5FA,ナリーの/記録内容によって修復が可能か/どうかが決まる/··修復可能であ
083989DC,isolated,1,UNCLAIMED,,leak-risk,door_check,08002F10,ます/□□入室チェック終了/ドアを開きます·
08398DCC,isolated,1,claimed,lore,,,08009DE0,ばれるのは/このためである。··サタンは、起源をエジプトの邪神セ/トに求
0839A7A0,isolated,1,claimed,story,,,08080076,数回攻撃しても/ダメージを与えられないことも/ありからね··また　敵1グ
0839DBB0,isolated,1,UNCLAIMED,,leak-risk,story,080310F8,·、”□·。（□·】·÷□□·≠（□元老院B：/・・・・・・··誰も彼も
0839DCEC,isolated,1,claimed,story,,,080300FE,完成に手を貸せば/神に導かれる側として/認められるかも知れぬぞ··そうす
083A1184,isolated,1,claimed,story,,,080720FE,けでも…··わかった花田　すぐに始めてくれ··花田：/よーし　スイッチを
083A81CC,isolated,1,UNCLAIMED,,noise,,08343434,D→ぅ勲
083AC4CC,isolated,1,claimed,lore,,,0800CD08,：バール/　出身地　　：シリア/雨と雷と稲妻をつかさどる豊穣神。··名は
083B41E0,isolated,1,claimed,story,,,08062034,れ……·□〉□倶□－□倶·おおっ！　何という強さだ！/ルシファー様に/す
083BAA64,isolated,1,UNCLAIMED,,leak-risk,,08003320,　おかされた·
083C13AC,isolated,1,claimed,story,,,08030054,/ミカエルよ・・・/謎解きはもう沢山だ··わしに何をしろというのだ？··
083CA7BC,isolated,1,claimed,lore,,,0800ACBE,帰り/阿波岐原（あわぎはら）で禊をした/時、右の目から生まれた。··保食
083CFB38,isolated,1,claimed,lore,,,0800BB66,持ち、首の周りは金色に輝いた姿を/している。··死期を悟ると自分で香木を
083CFDD8,isolated,1,claimed,lore,,,0800D126,リスと、母神イ/シスの息子。··オシリスが弟のセトに殺されたあと/にイシ
083DB1D0,isolated,1,claimed,story,,,08048770,銀·OK！　OK！/また　来てくれよナ/BYE　BYE！·
083DF3C8,isolated,1,UNCLAIMED,,leak-risk,story,080310F6,□·、”□·。（□·】·÷□□·≠（□元老院B：/・・・・・・··誰も彼
083E18D4,isolated,1,claimed,story,,,080720B8,たらしい··目加田：/まだ　4人残っている……/うーん　ならば/·　だけ
083E55F8,isolated,1,claimed,skills,,,080045A4,をSTONE状態にする
083F1D38,isolated,1,claimed,story,,,08020C3E,ないだろう・・・··しかしいつの日か・・・··□・・・··□｜□b・・・
083FBE60,isolated,1,claimed,story,,,0808A9AA,·····················⇔□！□区□の歌は　甘く/□の
08400C48,isolated,1,claimed,location_names,,,080A9224,@@@@旧都□　18F@@@@@@@@@旧皇居@@@@@@@@@@@@@
0840692C,isolated,1,claimed,story,,,08060408,奴ですら/私を　のけ者にしやがる·
08406B04,isolated,1,claimed,story,,,08071206,う物がつくられ/かつての街は　完全に地下へ/封じこめられてしまったのだ·
08408210,isolated,1,claimed,skills,,,08004308,いステータス異常を/回復する
084087B8,isolated,1,claimed,lore,,,0800ED6E,：インド/ヒンドゥー教の三大神の一柱で、破/壊や舞踏を司る。··四手、四
08408DE4,isolated,1,claimed,skills,,,08004408,MAX状態で回復
08412CEC,isolated,1,claimed,story,,,08073056,たりの道を　よく覚えて/ねぇからな··いつもの通り　羽田のヤロウの/ジム
08413400,isolated,1,claimed,story,,,08039000,ェレトより先の回廊へ/進むがよい/··街を飲み込んだ魔王が見える・・/·
084137D0,isolated,1,claimed,dungeon_events,,,08003408,トラップだ！/·達は/ダメージを受けた·
0841A218,isolated,1,claimed,lore,,,0800D310,や稲妻を司る神であり、大地に豊/饒をもたらす神でもある。··ラグナロクで
0841A2D8,isolated,1,claimed,lore,,,0800EDCC,虎/の皮を纏い、首には数珠と蛇を巻き/付けた姿で描かれることが多い。··
0841A4A4,isolated,1,claimed,lore,,,0800E110,刀を手にして戦う猫の絵がパピル/スに描かれている。·
0841F14C,isolated,1,claimed,story,,,08030444,ナイト：/・・・・・・/□∈私としては特に付け加えることは/ない··きみ
0841F50C,isolated,1,claimed,lore,,,0800A648,エル/「神の友」の名を持つ天使。··「光の世界の復讐者」とも呼ばれ/天使
08424C9C,isolated,1,claimed,story,,,080300AA,□ミカエル：/ふむ・・・··でははっきりと言おう··センターに協力しろ·
08434B0C,isolated,1,claimed,story,,,080750DE,毎ターン一定の確率で/自動回復する··あなたが金縛りになると悪魔との/会
084351B4,isolated,1,claimed,lore,,,0800DE78,サグ/　出身地　　：イラク/蝎と人間の融合したバビロニアの半/人半蝎の獣
0843CC34,isolated,1,claimed,story,,,08030054,/ミカエルよ・・・/謎解きはもう沢山だ··わしに何をしろというのだ？··
08442EF0,isolated,1,claimed,story,,,0803C200,ヴァルハラで/1番の注目は……··コロシアム　スペシャル・マッチ/メシア
08446498,isolated,1,claimed,story,,,080720E0,る……/うーん　ならば/·　だけでも…··わかった花田　すぐに始めてくれ
0844A26C,isolated,1,claimed,lore,,,08020420,す能力を持つといわれている。·
0844D168,isolated,1,claimed,story,,,08070052,　なおもあって/私達から　光を奪っている·
0844E854,isolated,1,claimed,story,,,080700DC,も　あの方が/心を開くことなどないのだ·
0844F060,isolated,1,claimed,story,,,08053410,まえが　·か··ルシファー様の命により/その力/試させてもらうぞ··
0845538C,isolated,1,claimed,story,,,0802C088,単には及ぶまい・・・··しかしこのあたりに長くいても/いつかは奴らの追っ
08456DFC,isolated,1,claimed,lore,,,0800CF20,/魂をヴァルハラに集めている。/ラグナロクでは妖狼フェンリルに飲/まれ死
084591B0,isolated,1,claimed,lore,,,0800BBBA,け横たわるが、燃える火の中から/蘇ってまた五百〜六百年生きると言/われて
0845D4B4,isolated,1,claimed,skills,,,08004366,態を/回復する
0845E2D0,isolated,1,claimed,lore,,,08020324,　：イスラエル/アスタロトの直属の部下で、多くの/旅団を指揮する地獄の准
0845F688,isolated,1,claimed,skills,,,08004434,体の/HPをMAXにする
08460CB4,isolated,1,UNCLAIMED,,leak-risk,,08003254,ハエに　かえられた·
0846127C,isolated,1,claimed,lore,,,0800BBBC,横たわるが、燃える火の中から/蘇ってまた五百〜六百年生きると言/われてい
08463990,isolated,1,claimed,lore,,,0800EC2C,地　　：全世界/風のエネルギーが具象化した存在。··エアロスも風の神とし
08463E94,isolated,1,claimed,lore,,,0800B940,ヤタガラス/　出身地　　：日本/太陽の中に住んでいると言われる三/本足の
08463EEC,isolated,1,claimed,lore,,,0800EDA8,。··四手、四面、三眼を持ち、裸体に虎/の皮を纏い、首には数珠と蛇を巻き
08464008,isolated,1,claimed,lore,,,0800DC40,とされる、「幸せな/るもの」を意味する乳白色の雄牛··四足獣の守護者であ
08466738,isolated,1,claimed,story,,,08060A02,トは　かつて倒された/サタンの半身で/神によって封印されている··セトが
08469AB0,isolated,1,claimed,story,,,080A360E,□□玖□玖·□玖·司会：/おめでとう！！/··不屈の精神力で見事Aランク
08472098,isolated,1,claimed,story,,,08040504,しい/飲み込んだ物を　無にしてしまう/ヤツ自体が　無になってしまった··
0847A22C,isolated,1,claimed,story,,,08046712,剣/攻撃力　　45　　　命中　43/攻撃回数　2ー4···□銀··◎·”
0847BB54,isolated,1,claimed,location_names,,,080A7678,　4F@@@@@@@旧コウジマチ　4F@@@@@@@封印の岩戸　1F@@
0847CED4,isolated,1,claimed,story,,,0803DDDE,□《□うさんくさい男：/みんな　なんだかんだ言ってたが/いざとなると　自
084811C4,isolated,1,claimed,story,,,08025646,術だ···÷□□·、_□目加田：/ええ/そこまでは/ほぼ確実に成功するで
08483084,isolated,1,claimed,story,,,08060C76,るぞ··自らの足で来るのだ……··∋□□□
0848427C,isolated,1,claimed,story,,,08047566,どこを見てる！　人の話を聞け！··おれを無視するとは/たいしたヤツだ/そ
084861A4,isolated,1,claimed,dialogue,,,080900F8,ないじゃない！
0848B718,isolated,1,claimed,story,,,0809860C,　怖いか？
0848B81C,isolated,1,claimed,story,,,08074310,・SLEEP/眠ってしまい行動不能になります/毎ターン一定の確率で自動回
0848C884,isolated,1,claimed,lore,,,0800ED94,、破/壊や舞踏を司る。··四手、四面、三眼を持ち、裸体に虎/の皮を纏い、
08498714,isolated,1,claimed,lore,,,08013878,媒/とされていた。·
084994A8,isolated,1,claimed,story,,,08030054,/ミカエルよ・・・/謎解きはもう沢山だ··わしに何をしろというのだ？··
0849DE2C,isolated,1,claimed,story,,,08074058,・HAPPY/至福の状態になり行動の予測が/付きません　毎ターン一定の確
084A349C,isolated,1,claimed,story,,,080328AC,プするのぉ··これで・・・えーと・・・··ああ　もう10%に達する/勢い
084A6D54,isolated,1,claimed,lore,,,0800DBBA,解は「人間」。··オディプスに謎を解かれ、崖から身/を投げて自害した。·
084A8A24,isolated,1,claimed,story,,,080300EC,しろ··千年王国の完成に手を貸せば/神に導かれる側として/認められるかも
084AB5BC,isolated,1,claimed,lore,,,0800D808,ジプトの死者を裁く役割を持/った冥府の神。··ジャッカルの顔を持つ人の姿
084ABA68,isolated,1,claimed,lore,,,0800ED08,·ノームのように実体ではなく、見え/ない神、妖精として扱われる。·
084B4258,isolated,1,UNCLAIMED,,noise,,0824E806,。。。。。。。。
084B4F0C,isolated,1,UNCLAIMED,,leak-risk,,08003320,　おかされた·
084BFCB8,isolated,1,claimed,lore,,,0800AA06,される/善なる魂を管理する者でもある。·
084C1270,isolated,1,claimed,story,,,080720DA,っている……/うーん　ならば/·　だけでも…··わかった花田　すぐに始め
084C3320,isolated,1,claimed,lore,,,0800C706,ズメノミ/コト）と書く。/神楽によって、生命を活性化させる/「魂振り」の
084C4DD0,isolated,1,UNCLAIMED,,leak-risk,,08003332,　魔法を　封じられた·
084C74D8,isolated,1,UNCLAIMED,,leak-risk,story,0807219E,·.□句·∈·
084C75EC,isolated,1,UNCLAIMED,,leak-risk,story,08072766,·□·b男の声：/……起きろ！···□·
084C7A78,isolated,1,UNCLAIMED,,leak-risk,story,0805A274,·M□九□！□÷＞……何かが　向こうを横切った/……··M
084C7AA8,isolated,1,UNCLAIMED,,leak-risk,story,08059728,·K□九·∈·
084C7ABC,isolated,1,claimed,story,,,0805A238,·L□九□！□÷＞……何かが　向こうを横切った/……··L
084C8008,isolated,1,UNCLAIMED,,leak-risk,story,080474FC,·‐□銀·→·
084C801C,isolated,1,UNCLAIMED,,leak-risk,story,080474FC,·‐□銀·→·
084C8B88,isolated,1,UNCLAIMED,,leak-risk,story,0807B4A0,·#□句·#·！□ћ·□·、E□声：/ここを通らんとするは　何者ぞ/通ら
084C8F4C,isolated,1,UNCLAIMED,,leak-risk,story,0803BAA6,·_□吟＞ドアは凍りつき　開かない/·□□。
084C91FC,isolated,1,UNCLAIMED,,leak-risk,,080548BC,·Å·‰·♯·∋·●□九·∞□九·＝□九·、【□·｛·□九·、づ□·｛·
084CA440,isolated,1,UNCLAIMED,,leak-risk,story,0804FB60,·〜□銀·］＞鉄格子の向こうの通路は/どこかに続いているようだ·
084CA890,isolated,1,UNCLAIMED,,leak-risk,story,0804DC56,·⇒·…□銀·□·、！□·］＞□が/牢に入っている··□：/誰なの？/·
084CAA24,isolated,1,UNCLAIMED,,leak-risk,story,08048512,·□·□□銀·［＞凍っていて/これ以上入れない·
084CAA70,isolated,1,UNCLAIMED,,leak-risk,story,0807C626,·□□句·！＞誰もいない……·/
084CAA88,isolated,1,UNCLAIMED,,leak-risk,story,0807C5FE,·□□句·.＞誰もいない……·/
084CB03C,isolated,1,UNCLAIMED,,leak-risk,story,08050428,□？·［廻九·∪·
084CB07C,isolated,1,UNCLAIMED,,leak-risk,story,08050192,·［□九□？·∪·〇·声：/あっ　ごめんなさい……···
084CB1E8,isolated,1,UNCLAIMED,,noise,,080508E0,·∈·∨□？·〕阻九·
084CB260,isolated,1,UNCLAIMED,,leak-risk,story,08050C14,·”綜九
084CB718,isolated,1,UNCLAIMED,,noise,,08051066,·）羊九
084CBD50,isolated,1,UNCLAIMED,,leak-risk,story,0807070E,·」肋句·”漢句·肋句·∈·□遣句□。·
084CDF70,isolated,1,UNCLAIMED,,leak-risk,story,0804F2D6,·♂□銀·△□。·.∞□·□＞妖鳥セイレーンがいる··セイレーンは　悲し
084CDF9C,isolated,1,UNCLAIMED,,leak-risk,story,0804F24A,·“·≥□銀＞魔力で開ざされているようだ·
084CEAE8,isolated,1,UNCLAIMED,,leak-risk,story,0807AA26,·□·□·□□句＞ティフェレトの門/カギ穴が　2つ付いている·□〆·□句
084CF6E4,isolated,1,UNCLAIMED,,leak-risk,story,08039776,·□□吟·∈·、0□マダム：/……誰？　誰かいるの？/アルフレッド？··
084CF7A8,isolated,1,UNCLAIMED,,leak-risk,story,08039482,·∋·°C□□·□声：/わざわざ　ここまで来るとは/御苦労だが　わしの身
084D01B0,isolated,1,UNCLAIMED,,leak-risk,story,0805FEDE,·∃□倶·□·｜：□□。、□：/どうして　·が/ここにいるの？··ま　ま
084D09AC,isolated,1,UNCLAIMED,,leak-risk,story,08041342,·∋·¢·□□銀·F□、□銀アスタロト：/·よ/聞いてくれ··この場所で
084D1AD8,isolated,1,UNCLAIMED,,leak-risk,story,08062130,·∋·C·∠□倶·
084D2460,isolated,1,UNCLAIMED,,leak-risk,story,08057602,□？·√□九·≫□九·≪□九·◇□九声：/誰だ！？/サタンを倒したのは？
084D2754,isolated,1,UNCLAIMED,,leak-risk,story,080633DC,·/□倶·/·□句·＞魔人は　現れなかった……·
084D2814,isolated,1,UNCLAIMED,,leak-risk,story,08063410,"□□·⊃·""声：/行動を記録しますか？/·□倶·$□倶□·(·まだ続けま"
084D32EC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D3554,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D37BC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D3A24,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D3C8C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D3EF4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D415C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D43C4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D462C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D4894,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D4AFC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D4D64,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D4FCC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D5234,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D549C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D5704,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D596C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D5BD4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D5E3C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D60A4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D630C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D6574,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D67DC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D6A44,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D6CAC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D6F14,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D717C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D73E4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D764C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D78B4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D7B1C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D7D84,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D7FEC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D8254,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D84BC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D8724,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D898C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D8BF4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D8E5C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D90C4,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D932C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D9594,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D97FC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D9A64,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D9CCC,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084D9F34,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084DA19C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084DA404,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
084DA66C,isolated,1,claimed,location_names,,,080A548C,未登録　　　　　　　　　　　　　ヴァルハラ－スラム　B1@@@@ヴァルハ
